用户id,性别,等级,站内好友数,经验值,积分,登录总次数,玩牌局数,赢牌局数,身上货币量
7781263,0,0,1,0,0,1,,,0
7781262,0,0,0,0,0,1,,,0
7781261,0,0,2,0,0,1,,,0
7781260,0,0,3,0,0,1,,,0
7781259,0,0,0,0,0,1,,,0
7781258,0,0,0,0,0,1,,,0
7781256,0,0,0,0,0,1,,,0
7781255,0,0,0,0,0,1,,,0
7781254,0,0,7,0,0,1,,,0
7781253,0,0,0,0,0,1,,,0
7781252,0,0,0,0,0,1,,,0
7781251,0,0,1,0,0,1,,,0
7781250,1,0,1,0,0,1,,,0
7781248,0,0,1,0,0,1,,,0
7781249,0,0,0,0,0,1,,,0
7781247,0,0,0,0,0,1,,,0
7781246,0,0,2,0,0,1,,,0
7781245,0,0,2,0,0,1,,,0
7781243,0,0,1,0,0,1,,,0
7781242,0,0,2,0,0,1,,,0
7781241,0,0,0,0,0,1,,,0
7781240,0,0,2,0,0,1,,,0
7781237,0,0,2,0,0,1,,,0
7781238,0,0,1,0,0,1,,,0
7781239,0,0,1,0,0,1,,,0
7781235,0,0,0,0,0,1,,,0
7781236,0,0,1,0,0,1,,,0
7781234,0,0,1,0,0,1,,,0
7781232,0,0,0,0,0,1,,,0
7781233,0,0,3,0,0,1,,,0
7781230,0,0,0,0,0,1,,,0
7781231,0,0,0,0,0,1,,,0
7781229,0,0,0,0,0,1,,,0
7781228,0,0,1,0,0,1,,,0
7781227,0,0,0,0,0,1,,,0
7781226,0,0,3,0,0,1,,,0
7781223,0,0,0,0,0,1,,,0
7781224,0,0,0,0,0,1,,,0
7781225,0,0,2,0,0,1,,,0
7781222,0,0,2,0,0,1,,,0
7781221,0,0,3,0,0,1,,,0
7781220,0,0,1,0,0,1,,,0
7781218,0,0,3,0,0,1,,,0
7781219,0,0,0,0,0,1,,,0
7781217,0,0,0,0,0,1,,,0
7781215,0,0,0,0,5,1,,,0
7781216,0,0,1,0,0,1,,,0
7781214,0,0,2,0,0,1,,,0
7781213,0,0,2,0,0,1,,,0
7781212,0,0,0,0,0,1,,,0
7781210,0,0,0,0,0,1,,,0
7781209,0,0,0,0,0,1,,,0
7781208,0,0,0,0,0,1,,,0
7781207,0,0,0,0,0,1,,,0
7781206,0,0,2,0,0,1,,,0
7781205,0,0,0,0,0,1,,,0
7781203,0,0,0,0,0,1,,,0
7781204,0,0,1,0,0,1,,,0
7781202,0,0,4,0,0,1,,,0
7781200,0,0,2,0,0,1,,,0
7781201,0,0,0,0,0,1,,,0
7781199,1,0,0,0,0,1,,,0
7781198,0,0,0,0,0,1,,,0
7781197,0,0,1,0,0,1,,,0
7781195,0,0,6,0,0,1,,,0
7781196,0,0,5,0,0,1,,,0
7781194,0,0,0,0,0,1,,,0
7781192,0,0,0,0,0,1,,,0
7781193,0,0,0,0,0,1,,,0
7781191,0,0,1,0,0,1,,,0
7781190,0,0,1,0,0,1,,,0
7781189,0,6,2,524,15,4,52,17,300
7781188,0,0,1,0,0,1,,,0
7781187,0,0,0,0,0,1,,,0
7781186,0,0,3,0,0,1,,,0
7781185,0,0,2,0,0,1,,,0
7781184,0,0,0,0,0,1,,,0
7781183,0,0,1,0,0,1,,,0
7781182,0,0,0,0,0,1,,,0
7781181,0,0,0,0,0,1,,,0
7781180,0,0,3,0,0,1,,,0
7781179,0,0,1,0,0,1,,,0
7781178,0,0,0,0,0,1,,,0
7781177,1,2,0,11,0,2,3,,960
7781176,0,0,1,0,0,1,,,0
7781175,0,0,2,0,0,1,,,0
7781173,0,0,1,0,0,1,,,0
7781172,0,0,0,0,0,1,,,0
7781171,1,0,0,0,0,1,,,0
7781170,0,0,0,0,0,1,,,0
7781168,0,0,0,0,0,1,,,0
7781167,0,7,0,1123,40,8,290,51,0
7781166,0,5,7,340,10,4,63,34,4447
7781165,0,4,5,137,0,2,17,6,2030
7781163,0,0,0,0,0,1,,,0
7781162,0,4,0,129,1,2,20,8,0
7781161,0,0,1,0,5,1,,,0
7781152,0,0,0,0,0,2,,,200
7781149,0,0,0,0,0,2,,,800
7781148,0,0,0,0,0,1,,,0
7781145,0,3,0,65,0,2,10,1,770
7781144,0,5,1,438,1,2,65,25,78
7781140,0,6,0,613,5,3,91,28,0
7781133,0,2,2,21,0,2,3,,980
7781130,0,2,1,23,0,2,1,,1120
7781125,0,2,1,33,0,2,1,,1100
7781117,0,2,1,5,0,2,1,,840
7781116,1,2,0,11,0,2,3,,950
7781115,0,2,0,8,0,2,2,,970
7781114,1,2,24,21,0,2,2,,50
7781112,0,2,3,18,0,2,3,1,1110
7781109,0,7,0,984,5,3,159,45,9429
7781104,0,3,0,120,0,2,15,4,450
7781090,0,0,1,0,5,1,,,0
7781087,0,0,0,0,20,1,,,0
7781088,0,0,3,0,0,1,,,0
7781086,0,0,0,0,10,1,,,0
7781085,0,0,1,0,5,1,,,0
7781083,0,0,1,0,5,1,,,0
7781080,0,0,1,0,10,1,,,0
7781074,0,0,2,0,5,1,,,0
7781070,0,0,2,0,0,1,,,0
7781068,0,0,0,0,10,1,,,0
7781067,0,0,0,0,0,1,,,0
7781066,0,0,0,0,5,1,,,0
7781064,0,0,4,0,0,1,,,0
7781058,0,0,0,0,0,1,,,0
7781057,0,0,0,0,10,1,,,0
7781053,0,0,0,0,0,2,,,800
7781050,0,6,7,503,6,3,49,9,0
7781039,1,2,3,15,0,2,1,,980
7781038,0,4,0,198,0,2,38,3,100
7781037,0,0,1,0,0,1,,,0
7781035,0,4,1,162,0,2,20,6,0
7781034,0,8,1,1611,25,7,254,53,0
7781028,1,2,22,44,0,2,8,,0
7781023,1,3,0,78,0,2,11,2,520
7781006,0,4,0,241,10,4,46,19,490
7780998,0,0,0,0,0,1,,,0
7780993,0,3,2,46,0,2,7,,460
7780991,0,2,1,10,5,3,,,800
7780989,1,2,0,8,0,2,1,,990
7780987,0,0,1,0,0,1,,,0
7780986,0,0,0,0,5,3,,,200
7780982,0,2,0,8,0,2,1,,1000
7780977,0,0,0,0,0,2,,,800
7780976,0,0,0,0,0,2,,,800
7780972,0,0,0,0,0,2,,,800
7780965,0,0,0,0,0,1,,,0
7780964,0,2,0,8,5,3,1,,990
7780962,0,10,1,2362,35,8,951,167,200
7780960,0,4,1,171,0,2,35,14,1770
7780959,0,0,0,0,0,2,,,800
7780957,0,0,2,0,0,1,,,0
7780950,1,0,0,0,0,2,,,800
7780948,0,3,1,50,0,2,5,1,760
7780945,0,5,0,376,10,4,61,17,0
7780944,0,0,5,0,5,1,,,0
7780942,0,2,0,8,0,2,2,,650
7780940,0,0,0,0,5,1,,,0
7780939,0,0,0,0,0,1,,,0
7780937,0,2,0,25,0,2,5,,0
7780936,0,0,0,0,20,1,,,0
7780935,0,0,1,0,5,1,,,0
7780934,0,0,0,0,0,1,,,0
7780933,0,2,0,11,0,2,2,,790
7780930,0,4,1,152,0,2,12,2,180
7780929,0,0,0,0,20,1,,,0
7780916,0,1,0,3,0,2,1,,790
7780912,0,0,1,0,0,1,,,0
7780908,0,3,1,57,0,2,6,2,1170
7780906,1,0,0,0,0,2,,,800
7780904,1,1,0,3,0,2,2,,770
7780902,0,3,0,59,0,2,8,1,760
7780898,0,3,2,83,25,7,14,4,0
7780894,0,2,0,13,0,2,1,,1180
7780891,0,0,2,0,0,2,,,800
7780889,0,5,1,266,0,2,43,13,150
7780879,0,4,1,245,5,3,39,9,80
7780876,0,10,3,2317,21,6,531,215,3493
7780862,0,3,1,72,0,2,10,1,800
7780849,0,4,2,208,0,2,30,12,1340
7780845,1,2,0,8,0,2,1,,940
7780842,1,2,3,18,5,3,2,,980
7780838,0,2,0,42,0,2,3,1,640
7780835,0,3,2,94,0,2,9,1,1000
7780832,0,5,1,266,0,2,29,8,5850
7780828,1,0,0,0,0,2,1,,790
7780826,0,0,0,0,0,2,,,800
7780827,0,2,0,12,0,2,2,1,1200
7780824,0,0,0,0,0,1,,,0
7780821,1,0,2,0,0,1,,,0
7780817,0,0,1,0,0,2,,,800
7780814,0,6,0,540,5,3,56,15,53
7780807,0,3,1,100,5,3,9,3,1150
7780806,0,2,1,15,0,2,1,,980
7780805,0,2,3,10,0,2,,,3000
7780802,0,15,1,10297,280,10,7168,1869,10000
7780797,0,0,0,0,10,1,,,0
7780795,0,0,0,0,0,2,,,800
7780793,1,2,1,24,0,2,4,2,0
7780791,1,0,0,0,0,2,,,800
7780790,0,0,4,0,0,1,,,0
7780788,0,0,0,0,0,1,,,0
7780787,1,2,1,43,0,2,4,1,0
7780786,0,0,1,0,0,1,,,0
7780782,0,0,0,0,0,1,,,0
7780781,0,0,0,0,0,1,,,0
7780780,0,3,1,73,0,2,7,1,140
7780779,0,0,0,0,5,1,,,0
7780778,1,0,0,0,0,1,,,0
7780777,0,0,1,0,0,2,,,800
7780776,0,5,2,392,5,3,72,16,3774
7780775,0,0,1,0,0,1,,,0
7780774,0,0,8,0,0,1,,,0
7780773,0,2,0,17,0,2,4,,890
7780771,0,5,5,269,1,2,49,16,2790
7780770,0,0,0,0,0,2,,,800
7780768,0,0,0,0,0,1,,,0
7780765,0,0,0,0,0,2,,,800
7780763,0,2,2,23,0,2,2,,1160
7780762,0,3,0,124,0,2,24,11,0
7780761,1,2,1,21,5,3,4,,960
7780759,0,2,1,21,0,2,3,,760
7780758,0,7,4,798,20,6,119,34,0
7780753,0,5,4,417,10,4,64,22,4897
7780752,1,0,0,0,0,2,,,800
7780751,0,5,0,326,5,3,32,5,0
7780746,1,2,0,14,5,3,3,,960
7780741,0,0,0,0,0,2,,,800
7780734,0,3,2,56,0,2,8,1,0
7780733,1,2,6,10,5,3,,,1800
7780731,0,4,0,134,0,2,17,3,640
7780719,0,4,2,206,5,3,39,11,780
7780718,1,0,1,0,0,2,,,800
7780715,0,2,0,11,0,2,3,,170
7780710,0,0,0,0,0,1,,,0
7780704,1,2,1,10,0,2,1,,780
7780702,0,0,2,0,0,1,,,0
7780698,0,0,0,0,0,1,,,0
7780697,0,0,0,0,0,1,,,0
7780694,0,2,0,35,0,2,5,,1320
7780692,0,0,1,0,0,1,,,0
7780690,1,0,2,0,0,1,,,0
7780676,0,2,0,8,0,2,2,,980
7780673,0,2,0,40,0,2,4,2,1020
7780671,0,0,0,0,0,1,,,0
7780670,0,0,0,0,0,2,,,800
7780663,0,3,1,99,0,2,10,3,0
7780658,0,0,6,0,15,1,,,0
7780656,0,5,0,410,5,3,50,17,15674
7780654,1,3,1,48,0,2,10,,1100
7780647,0,2,0,8,0,2,1,,990
7780646,0,3,1,124,20,6,23,4,100
7780645,0,0,4,0,0,1,,,0
7780643,0,0,0,0,5,1,,,0
7780642,0,0,1,0,5,1,,,0
7780641,0,0,3,0,0,1,,,0
7780640,0,4,0,233,0,2,31,5,50
7780636,0,0,0,0,5,1,,,0
7780629,0,3,6,118,0,2,8,3,150
7780628,0,2,0,13,0,2,2,,1160
7780627,0,0,0,0,0,1,,,0
7780625,1,2,0,19,0,2,3,,1060
7780620,0,6,0,524,5,3,91,34,4030
7780618,0,0,0,0,0,1,,,0
7780617,0,0,0,0,0,1,,,0
7780616,0,0,1,0,15,1,,,0
7780614,0,0,1,0,0,1,,,0
7780612,1,4,3,130,0,2,24,3,2490
7780610,0,0,1,0,5,1,,,0
7780608,0,0,1,0,0,1,,,0
7780606,0,0,0,0,0,2,,,3000
7780604,0,4,2,161,15,4,28,6,0
7780602,0,0,0,0,0,2,,,800
7780601,0,5,14,306,0,2,33,10,257
7780587,0,0,0,0,0,2,,,800
7780584,0,5,0,417,10,4,75,25,50
7780582,0,0,1,0,0,1,,,0
7780581,1,2,0,8,0,2,1,,960
7780573,0,0,1,0,0,1,,,0
7780568,0,0,1,0,0,1,,,0
7780565,0,0,0,0,0,1,,,0
7780564,1,5,3,294,5,2,46,8,0
7780563,0,2,3,15,0,2,1,,980
7780562,0,4,0,222,0,2,39,7,2751
7780558,1,2,0,8,0,2,2,,980
7780554,0,0,1,0,0,1,,,0
7780549,1,0,0,0,0,1,,,0
7780547,0,0,1,0,10,1,,,0
7780546,0,0,0,0,0,2,,,800
7780544,0,0,3,0,5,1,,,0
7780541,0,0,0,0,0,1,,,0
7780537,0,6,1,544,0,2,70,14,0
7780536,0,0,1,0,0,1,,,0
7780534,0,2,2,18,0,2,1,,1040
7780533,0,0,6,0,0,1,,,0
7780530,0,0,0,0,0,2,,,800
7780527,0,0,2,0,0,2,,,800
7780522,0,0,0,0,0,1,,,0
7780520,0,0,0,0,0,2,,,800
7780518,0,0,0,0,0,2,,,800
7780515,0,2,3,13,0,2,2,,770
7780512,0,0,0,0,0,1,,,0
7780508,0,0,0,0,20,1,,,0
7780507,1,0,2,0,5,1,,,0
7780504,0,0,3,0,0,1,,,0
7780503,0,0,0,0,5,1,,,0
7780502,0,2,2,20,0,2,1,,1080
7780500,0,0,0,0,10,1,,,0
7780499,0,0,1,0,5,1,,,0
7780498,1,4,1,134,0,2,15,4,1590
7780497,1,2,1,8,0,2,1,,1000
7780495,0,0,1,0,0,1,,,0
7780490,0,0,0,0,0,1,,,0
7780489,0,2,3,13,0,2,1,,1180
7780487,0,0,1,0,15,1,,,0
7780485,1,0,1,0,0,1,,,0
7780484,0,0,0,0,0,1,,,0
7780483,1,0,0,0,0,1,,,0
7780482,0,0,0,0,0,1,,,0
7780480,1,0,0,0,0,1,,,0
7780477,0,0,1,0,5,1,,,0
7780473,0,0,0,0,10,1,,,0
7780474,0,0,1,0,0,1,,,0
7780470,0,3,1,55,0,2,7,1,1330
7780469,1,2,0,11,0,2,2,,880
7780466,0,2,2,38,0,2,3,1,1240
7780459,0,3,0,104,0,2,11,4,1680
7780455,0,3,1,78,0,2,7,3,1280
7780454,0,0,0,0,0,2,,,800
7780452,0,2,0,6,0,2,2,,640
7780448,0,2,2,35,0,2,6,,960
7780447,0,0,1,0,10,3,1,1,1955
7780446,0,2,0,11,0,2,3,,920
7780444,0,0,2,0,0,1,,,0
7780440,0,5,0,396,0,2,84,33,0
7780438,1,2,0,11,0,2,2,,820
7780435,0,3,0,100,0,2,14,6,620
7780434,1,0,1,0,0,1,,,0
7780431,1,2,0,13,0,2,2,,1210
7780427,0,3,0,118,5,3,20,3,0
7780425,0,2,1,20,0,2,1,,1180
7780424,1,1,2,3,0,2,1,,790
7780422,0,2,0,8,0,2,2,,970
7780419,0,6,1,560,0,2,71,19,11455
7780415,0,8,4,1267,35,8,196,48,0
7780414,1,5,3,452,15,5,87,37,5454
7780411,1,0,1,0,0,1,,,0
7780406,0,3,2,54,0,2,8,1,1210
7780395,0,0,1,0,0,1,,,0
7780386,0,2,0,36,0,2,7,,1240
7780382,1,2,7,10,0,2,,,800
7780379,0,5,0,449,1,2,58,11,300
7780377,0,3,4,101,0,2,10,5,0
7780376,0,2,2,20,0,2,1,,1080
7780375,0,2,0,18,0,2,5,,590
7780373,0,3,1,46,0,2,4,1,1600
7780372,0,0,0,0,0,2,,,800
7780371,0,0,0,0,0,1,,,0
7780365,1,4,0,159,0,2,17,5,1980
7780356,0,0,0,0,10,1,,,0
7780355,1,9,1,1907,30,5,1129,226,3150
7780352,0,3,1,67,0,2,8,2,1280
7780350,0,5,1,383,5,3,33,7,0
7780349,1,4,0,159,0,2,28,5,1920
7780346,0,4,2,183,0,2,30,6,150
7780345,0,2,3,21,0,2,2,,790
7780342,0,4,4,148,0,2,13,5,1140
7780336,0,2,6,5,0,2,1,,980
7780334,1,6,0,624,11,4,115,32,11864
7780333,0,7,1,976,11,4,211,40,0
7780330,1,2,0,14,0,2,3,1,1300
7780329,1,0,0,0,0,1,,,0
7780328,0,0,4,0,0,1,,,0
7780326,0,2,0,8,0,2,2,,1030
7780323,0,0,0,0,0,2,,,800
7780318,0,3,2,108,0,2,9,3,496
7780317,0,5,1,315,0,2,20,4,0
7780313,1,2,0,5,0,2,1,,980
7780310,0,0,0,0,0,2,,,800
7780308,0,3,0,74,0,2,11,2,940
7780303,0,3,0,105,0,2,15,3,760
7780302,1,3,0,76,0,2,12,2,0
7780297,0,5,0,441,10,3,43,15,700
7780294,0,2,0,14,0,2,4,,750
7780290,0,2,3,18,0,2,3,,940
7780288,0,3,0,45,0,2,7,2,1260
7780281,0,0,1,0,0,2,,,800
7780275,1,0,0,0,0,1,,,0
7780271,1,3,3,122,0,2,12,5,200
7780270,1,0,0,0,0,2,,,800
7780267,0,7,1,799,0,2,109,31,0
7780262,0,0,0,0,0,2,,,800
7780261,0,6,0,536,25,6,66,18,7394
7780260,0,6,1,551,0,2,52,13,0
7780257,0,5,1,405,0,2,30,8,0
7780256,0,2,1,24,5,3,5,,945
7780255,0,5,1,424,0,2,48,9,0
7780253,0,0,0,0,0,2,,,800
7780251,0,3,0,54,0,2,4,1,1850
7780248,0,0,0,0,0,2,,,800
7780236,1,2,1,10,5,3,,,800
7780235,0,1,0,3,0,2,2,,770
7780227,0,2,0,22,0,2,3,1,990
7780220,1,2,1,8,0,2,1,,1000
7780219,0,2,2,13,0,2,1,,790
7780211,0,1,1,3,0,2,2,,780
7780209,0,4,0,163,0,2,21,10,3793
7780207,0,0,0,0,0,1,,,0
7780203,0,3,6,51,0,2,7,2,1020
7780202,0,5,0,353,5,3,53,22,40
7780197,0,3,0,60,0,2,9,1,290
7780196,0,0,1,0,0,1,,,0
7780192,0,0,0,0,0,1,,,0
7780191,0,0,1,0,0,2,,,200
7780189,0,4,0,214,0,2,30,12,1000
7780188,0,2,0,15,0,2,1,1,1010
7780178,0,2,0,8,0,2,1,,1000
7780177,0,3,2,123,0,2,18,3,130
7780175,1,0,0,0,0,2,,,800
7780174,0,6,0,514,5,3,63,17,6650
7780168,0,0,1,0,0,1,,,0
7780166,0,0,1,0,0,2,,,800
7780165,1,2,0,27,0,2,2,1,1210
7780162,0,0,6,0,0,2,,,800
7780161,1,2,1,8,0,2,2,,970
7780159,1,0,0,0,0,1,,,0
7780153,1,2,0,8,0,2,1,,980
7780152,0,3,2,120,0,2,19,7,0
7780150,0,0,1,0,0,1,,,0
7780149,0,0,1,0,0,1,,,0
7780148,1,3,0,72,0,2,8,1,1000
7780147,0,0,0,0,5,1,,,0
7780145,1,2,12,13,0,2,2,,770
7780140,1,7,1,846,10,4,132,44,0
7780138,0,0,1,0,0,1,,,0
7780137,1,2,0,35,0,2,4,2,880
7780133,0,0,1,0,0,2,,,800
7780127,0,6,0,649,0,2,69,29,6
7780124,0,1,0,3,0,2,2,,770
7780115,0,0,0,0,0,2,,,800
7780108,0,0,0,0,0,2,,,800
7780100,0,3,1,123,5,3,18,7,2637
7780096,0,13,12,7126,1,9,2935,882,200
7780095,0,8,1,1549,33,8,232,56,172
7780079,0,2,1,16,0,2,2,,0
7780072,1,1,0,3,5,3,2,,770
7780068,0,0,3,0,0,1,,,0
7780062,0,0,2,0,0,1,,,0
7780057,0,0,0,0,0,1,,,0
7780056,0,3,2,89,0,2,7,3,1510
7780053,0,0,2,0,5,1,,,0
7780050,0,4,1,255,0,2,41,10,0
7780049,0,0,1,0,0,1,,,0
7780047,0,2,1,19,0,2,3,,1000
7780033,0,2,0,8,0,2,1,,960
7780020,0,6,1,513,20,6,85,32,840
7780014,1,0,0,0,0,1,,,0
7780011,1,0,0,0,0,1,,,0
7780003,0,0,1,0,5,1,,,0
7780001,1,0,0,0,0,2,,,800
7780000,0,0,0,0,5,1,,,0
7779999,0,0,3,0,0,1,,,0
7779998,0,0,0,0,0,2,,,800
7779993,0,0,0,0,0,1,,,0
7779991,0,0,1,0,0,1,,,0
7779990,0,0,0,0,5,1,,,0
7779985,0,0,3,0,25,1,,,0
7779982,0,0,0,0,0,1,,,0
7779978,0,0,1,0,0,2,,,800
7779975,0,2,1,10,0,2,,,800
7779965,0,0,2,0,0,1,,,0
7779954,1,3,0,46,0,2,7,,720
7779943,0,5,4,311,0,2,46,13,5010
7779940,0,4,0,210,16,5,30,10,100
7779938,0,3,0,68,0,2,8,6,1520
7779936,0,0,1,0,0,2,,,800
7779935,0,3,0,71,0,2,11,5,1400
7779931,0,2,1,13,0,2,1,,780
7779927,1,2,1,13,0,2,1,,780
7779916,0,5,0,290,5,3,48,14,3902
7779915,0,2,3,10,0,2,,,800
7779901,0,0,3,0,0,1,,,0
7779900,0,0,3,0,0,1,,,0
7779893,0,0,3,0,0,1,,,0
7779891,0,0,1,0,0,1,,,0
7779890,1,2,0,8,0,2,1,,990
7779886,0,0,2,0,0,1,,,0
7779884,0,5,0,384,0,2,26,4,16295
7779883,1,3,1,83,0,2,8,4,1600
7779882,0,3,1,58,5,3,6,2,1940
7779879,0,3,2,51,0,2,3,1,1100
7779874,0,3,1,80,0,2,11,1,0
7779870,0,4,0,179,0,2,24,9,8330
7779869,0,3,6,48,5,3,4,1,800
7779868,1,4,0,239,0,2,30,8,50
7779864,0,0,0,0,0,1,,,0
7779863,1,0,0,0,0,2,,,800
7779862,0,2,0,8,0,2,2,,970
7779860,1,2,0,8,0,2,1,,960
7779855,1,5,0,271,0,2,50,13,1920
7779854,0,0,0,0,5,1,,,0
7779853,0,0,0,0,0,1,,,0
7779852,0,0,2,0,0,1,,,0
7779851,1,0,1,0,0,2,,,800
7779850,0,0,0,0,0,1,,,0
7779848,0,0,0,0,0,1,,,0
7779847,0,7,6,843,5,3,97,37,0
7779835,0,2,0,43,5,2,6,1,570
7779834,0,2,0,11,0,2,2,,790
7779831,0,4,2,193,10,3,35,9,7275
7779830,0,2,0,8,0,2,1,,980
7779827,1,2,1,8,0,2,2,,960
7779823,1,0,0,0,0,2,1,,780
7779821,0,6,0,575,5,3,69,14,0
7779819,0,3,0,81,0,2,8,2,1060
7779814,0,0,4,0,0,1,,,0
7779811,0,3,0,108,0,2,14,3,200
7779807,0,2,1,11,0,2,2,,1010
7779795,1,0,2,0,0,2,,,800
7779794,0,0,0,0,0,1,,,0
7779791,0,7,1,936,100,9,307,139,0
7779790,1,8,1,1453,60,8,523,252,1
7779788,0,2,1,8,0,2,1,,1040
7779786,0,0,1,0,0,1,,,0
7779784,0,3,0,119,0,2,17,5,100
7779782,1,5,1,385,0,2,33,6,0
7779781,0,2,0,33,0,2,6,,150
7779780,0,2,1,32,5,3,3,1,1410
7779777,0,0,6,0,0,2,,,800
7779776,0,2,0,8,0,2,1,,990
7779775,0,0,1,0,0,2,,,800
7779774,0,0,6,0,0,1,,,0
7779772,0,3,0,122,0,2,21,3,150
7779770,0,3,0,49,0,2,6,1,1020
7779769,1,0,1,0,0,1,,,0
7779768,0,0,0,0,0,2,,,800
7779767,0,5,1,339,0,2,56,19,100
7779763,1,2,0,11,0,2,3,,770
7779757,0,2,0,31,0,2,7,,190
7779752,0,2,1,29,0,2,3,,790
7779749,0,0,2,0,0,1,,,0
7779747,0,7,0,789,25,7,104,26,0
7779744,0,0,0,0,0,2,,,800
7779743,0,0,1,0,5,3,,,1700
7779739,0,0,2,0,0,1,,,0
7779738,0,2,2,22,0,2,5,,720
7779736,0,0,1,0,5,1,,,0
7779730,0,0,1,0,0,2,,,800
7779727,0,7,0,1016,5,3,200,42,0
7779726,0,2,2,10,0,2,,,800
7779723,0,8,3,1596,27,7,315,122,0
7779722,0,3,0,83,0,2,11,2,1000
7779712,0,8,0,1157,20,4,188,73,1700
7779709,0,6,0,703,0,2,77,26,717
7779700,0,5,2,460,0,2,77,23,0
7779699,0,4,0,241,1,2,30,12,70
7779697,0,0,0,0,0,2,1,,790
7779694,1,3,1,103,0,2,14,5,0
7779692,1,2,0,8,0,2,1,,990
7779683,1,2,0,19,0,2,4,,1150
7779682,0,0,1,0,0,2,,,800
7779679,1,9,0,2025,6,3,1051,206,0
7779673,1,2,0,11,0,2,3,,950
7779664,0,3,1,63,0,2,3,1,1700
7779659,1,2,0,8,0,2,1,,870
7779658,0,0,1,0,0,1,,,0
7779651,0,0,1,0,0,1,,,0
7779648,0,0,3,0,25,1,,,0
7779647,0,0,1,0,0,1,,,0
7779642,0,0,1,0,0,1,,,0
7779640,0,0,1,0,0,1,,,0
7779641,0,0,0,0,0,1,,,0
7779636,0,0,4,0,0,1,,,0
7779635,0,0,2,0,0,1,,,0
7779633,0,4,0,156,0,2,25,7,100
7779631,1,0,2,0,0,1,,,0
7779607,0,2,0,21,0,2,3,,1000
7779606,0,0,1,0,0,1,,,0
7779596,0,2,5,33,0,2,3,1,780
7779591,1,2,1,18,0,2,2,,990
7779589,0,7,1,1113,25,7,168,58,0
7779587,0,0,0,0,0,1,,,0
7779580,1,4,1,192,0,2,36,15,1330
7779568,1,2,1,23,0,2,1,,1000
7779567,0,0,2,0,0,1,,,0
7779566,0,1,0,3,0,2,1,,800
7779565,0,3,0,99,15,5,13,4,864
7779558,0,9,0,1982,20,5,690,93,0
7779551,1,4,4,153,0,2,20,7,190
7779535,1,0,0,0,0,2,,,800
7779526,0,0,0,0,0,2,,,800
7779511,0,0,2,0,5,1,,,0
7779508,1,8,0,1327,140,11,270,45,152742
7779506,1,2,4,41,0,2,4,1,1160
7779504,0,5,0,448,0,2,52,4,0
7779497,0,5,0,340,0,2,33,4,0
7779494,0,3,0,74,5,3,9,2,840
7779491,1,2,0,5,0,2,1,,980
7779481,0,0,1,0,0,2,,,800
7779479,0,0,4,0,0,1,,,0
7779473,0,2,1,10,0,2,1,,760
7779470,0,7,3,957,5,3,155,42,14941
7779464,0,0,0,0,0,2,,,800
7779459,0,0,8,0,0,1,,,0
7779458,0,0,1,0,0,1,,,0
7779442,1,0,2,0,0,1,,,0
7779436,0,0,2,0,0,1,,,0
7779433,0,2,1,43,0,2,2,1,1520
7779430,0,6,0,532,1,2,70,32,0
7779429,0,3,1,54,0,2,5,2,2840
7779426,0,4,0,142,10,3,25,6,11824
7779425,0,0,1,0,0,1,,,0
7779416,0,6,2,694,15,5,94,37,95
7779412,0,3,0,54,0,2,7,1,800
7779409,0,0,3,0,0,1,,,0
7779408,1,2,1,10,0,2,,,800
7779407,1,2,0,24,0,2,4,,440
7779406,0,0,0,0,0,1,,,0
7779405,0,0,0,0,0,1,,,0
7779404,0,7,0,865,5,2,182,36,0
7779400,0,5,0,265,0,2,36,9,3491
7779391,1,2,0,41,0,2,4,1,950
7779389,0,5,0,331,0,2,31,11,0
7779383,0,2,3,10,0,2,1,,780
7779382,0,0,1,0,0,2,,,800
7779381,0,2,0,25,0,2,5,,1070
7779380,0,0,4,0,0,1,,,0
7779378,0,0,2,0,0,2,,,800
7779377,0,0,1,0,0,2,,,800
7779367,0,0,0,0,0,2,,,800
7779365,0,2,2,32,0,2,5,,50
7779364,1,0,6,0,0,1,,,0
7779359,0,0,2,0,0,1,,,0
7779351,0,0,1,0,0,1,,,0
7779350,0,2,0,5,0,2,1,,980
7779349,0,2,0,22,0,2,3,2,1010
7779347,0,0,3,0,0,1,,,0
7779343,0,0,2,0,0,1,,,0
7779341,0,0,2,0,10,1,,,0
7779340,0,0,1,0,10,1,,,0
7779338,0,2,0,26,0,2,3,,740
7779336,0,3,0,63,0,2,5,2,1558
7779333,0,0,8,0,0,1,,,0
7779318,0,0,4,0,0,1,,,0
7779315,0,0,2,0,0,1,,,0
7779312,0,2,0,11,5,3,4,,960
7779308,0,5,2,366,0,2,42,12,0
7779306,0,3,12,63,35,9,16,,6910
7779300,0,2,0,19,0,2,3,,1050
7779293,1,3,0,90,0,2,13,1,100
7779292,0,2,1,13,0,2,1,,800
7779287,0,4,1,133,0,2,24,3,900
7779285,0,0,2,0,0,1,,,0
7779280,0,8,1,1205,20,4,531,93,250
7779279,0,5,0,338,0,2,51,26,0
7779273,0,0,0,0,0,1,,,0
7779271,0,0,0,0,0,1,,,0
7779270,0,4,5,171,0,2,19,8,2540
7779269,0,4,0,234,0,2,27,12,0
7779262,0,2,0,24,0,2,3,,900
7779254,1,2,1,44,0,2,2,2,1130
7779250,0,2,0,8,0,2,2,,870
7779249,1,2,1,10,0,2,,,800
